IDs,tsne dim 1,tsne dim 2,Cluster
US-01-0138-H1,-4.1877384,18.69621,-1
DE-02-4990-H1,11.403804,31.036753,2
DK-01-1103-H1,-16.24411,-3.3819938,0
NL-01-1256-H1,11.453606,-2.1432912,-1
DE-02-0454-H1,-6.471735,10.039285,-1
CZ-01-1734-H1,-16.187407,-3.3676176,0
UK-01-0125-H1,-16.23883,-3.3805122,0
FR-01-0027-H1,-16.42204,-3.4509752,0
DE-02-1826-H1,11.010439,30.363417,2
IT-02-0351-H1,-9.733905,15.670662,-1
IT-01-0039-H1,-16.238108,-3.3802574,0
NL-01-0802-H1,-2.6823666,12.340337,23
IT-01-0438-H1,-10.440967,12.234909,17
DE-02-3395-H1,-16.200262,-3.3705611,0
DK-01-0313-H1,-16.199509,-3.37039,0
DK-01-1420-H1,-6.341804,11.321424,-1
DE-02-5018-H1,-16.187668,-3.3676462,0
AT-01-0091-H1,-16.407925,-3.443696,0
NL-01-0568-H1,6.4933195,20.557987,22
DE-02-4846-H1,11.87578,29.5327,2
IT-05-0251-H1,-16.42364,-3.4518328,0
DE-02-3616-H1,4.9424276,3.604175,-1
ES-01-0458-H1,-16.42865,-3.4544833,0
DE-03-4754-H1,6.837776,6.9602137,-1
UK-03-0282-H1,6.7182164,-16.207447,-1
DE-02-4039-H1,4.0195527,8.539252,-1
DE-03-1140-H1,-10.90236,11.684028,17
UK-01-0528-H1,-8.363391,-1.6079948,16
SE-01-0689-H2,-16.204311,-3.3715165,0
SE-01-0732-H1,3.6775715,5.876795,-1
GR-01-0709-H1,1.0574516,14.12252,23
US-01-0822-H1,-2.3425634,-3.953998,-1
US-01-0936-H1,-6.3720922,21.822626,26
DE-02-5171-H1,-16.236824,-3.3799264,0
IT-07-0002-H1,-16.218317,-3.3749754,0
DE-02-1403-H1,-5.8175387,17.48304,26
DE-03-1481-H1,-16.188206,-3.367777,0
DE-03-3261-H1,8.912618,8.770956,-1
NY-01-1093-H1,-16.237064,-3.3799963,0
DE-02-4416-H1,-9.962017,10.658581,17
GR-01-0188-H1,-16.20185,-3.370941,0
SE-01-0755-H1,11.010439,30.363417,2
FR-01-0412-H1,-16.423653,-3.4518414,0
NL-01-0763-H1,8.828972,29.794607,-1
FR-01-0538-H1,-16.186348,-3.367418,0
GR-01-0588-H1,-16.185946,-3.3672502,0
US-01-0969-H1,-16.201366,-3.3707678,0
DE-03-2966-H1,-16.187332,-3.3676298,0
PL-01-0060-H1,7.825716,16.481653,-1
CZ-01-0409-H1,-16.200947,-3.3706775,0
GR-03-0132-H1,6.4933195,20.557987,22
DE-02-0562-H1,8.442394,13.143149,18
DE-02-4789-H1,-16.199932,-3.3704264,0
SE-01-0883-H1,0.7870865,19.345373,23
DE-02-1860-H1,-16.411211,-3.4453855,0
RU-01-0396-H1,-16.424728,-3.4523995,0
CZ-01-0648-H3,11.345823,12.380366,-1
DE-03-3853-H1,-16.42429,-3.4521801,0
DE-03-3752-H1,-16.187355,-3.3675697,0
DE-02-4152-H1,8.800866,29.399431,-1
DE-02-2218-H1,2.8760896,13.729743,23
NY-01-0104-H1,-16.428598,-3.4544168,0
IT-01-0413-H1,4.943329,3.6022449,-1
DE-02-0750-H1,5.4712076,5.907885,-1
DE-02-4688-H1,11.875667,29.532633,2
IT-01-0428-H1,5.931932,37.882008,1
US-01-0230-H1,-16.428545,-3.4544268,0
GR-01-0965-H1,-16.186985,-3.3675108,0
NY-01-0065-H1,1.2173307,17.799458,23
IT-02-0641-H1,-16.20283,-3.3711734,0
PL-01-0161-H1,-1.9197676,26.742363,-1
DK-01-0281-H2,-6.0808897,-6.813174,-1
US-01-0999-H1,-4.645471,18.6773,26
FR-01-0540-H1,-8.920947,-2.2133682,16
DK-01-0761-H1,-16.203201,-3.371264,0
DE-03-4501-H1,6.8669653,20.408356,22
NY-01-0588-H1,1.7306709,17.98369,23
FR-01-1371-H1,-15.910167,-3.5475976,0
DE-02-0062-H1,-15.910192,-3.547605,0
CZ-01-1863-H2,-16.505003,-3.8430552,0
GR-03-0229-H1,-3.1468453,15.737276,24
DE-02-5174-H1,1.9351333,11.542059,23
DK-01-1157-H1,-16.504166,-3.8426824,0
DK-01-0565-H1,-16.504107,-3.8426347,0
DE-02-2470-H1,-7.2305393,14.9775,25
SE-01-1146-H1,-16.504026,-3.8425918,0
NL-04-0089-H1,-6.1363854,-6.692875,-1
NY-01-0325-H1,-10.911937,11.701056,17
DE-02-4201-H1,8.952048,0.24187988,-1
CZ-01-0288-H1,4.525704,22.769001,14
CZ-01-1603-H1,-16.505096,-3.84309,0
US-01-1116-H1,-16.504675,-3.842886,0
DE-03-2043-H1,0.3926326,-27.584648,-1
GR-03-0377-H1,-16.5048,-3.8430328,0
DE-02-4127-H1,-7.8875775,18.557987,-1
UK-01-0141-H1,10.137856,33.689312,2
DE-03-3510-H1,-4.5908914,24.73397,-1
DE-03-3193-H1,1.2606275,10.216323,23
IT-08-0098-H1,0.48642573,13.9680805,23
NY-01-0869-H1,6.4307714,35.62138,1
CZ-01-1869-H2,-15.909869,-3.5469327,0
RU-01-0645-H1,-16.501974,-3.8416448,0
GR-02-0223-H1,6.4300203,35.623714,1
DE-01-0457-H1,-8.297667,-4.5534577,-1
IT-02-0185-H1,-7.690721,22.267405,-1
NL-01-1215-H1,-16.504198,-3.8426914,0
GR-02-0413-H1,3.5872037,22.644594,14
DE-02-1980-H1,11.7006645,30.998344,2
UK-01-0167-H1,6.4300203,35.623714,1
US-01-0233-H1,10.137856,33.689312,2
NL-01-0487-H1,3.480252,11.272561,23
CZ-01-0053-H1,0.889372,11.279317,23
FR-01-0563-H1,-6.563841,-26.503176,3
NL-01-1295-H1,6.372748,-16.45343,-1
GR-01-0286-H1,-10.911937,11.701056,17
DE-03-0810-H1,-1.4527241,23.704765,28
DE-02-5051-H1,-15.910043,-3.5474806,0
DE-03-1363-H1,-15.9100685,-3.5474896,0
FR-01-0903-H1,0.74633354,11.909062,23
DE-03-2277-H1,-16.504032,-3.8426194,0
DE-03-3728-H1,5.90729,37.649315,1
FR-01-1014-H1,11.181994,5.082896,13
DE-03-2037-H1,-16.504107,-3.8426347,0
DE-02-1128-H1,7.2566104,6.1854606,-1
GR-02-0514-H2,-3.0211544,-6.178108,15
UK-01-0027-H1,-4.1876655,18.696106,-1
DE-02-4316-H1,-1.7238648,4.7022896,19
NL-04-0117-H1,-16.504107,-3.8426347,0
NY-01-1255-H1,-10.911937,11.701056,17
US-01-0110-H1,10.033092,34.388958,2
DE-02-0236-H1,-2.4154449,10.763707,23
DE-03-0269-H1,-16.501974,-3.8416448,0
GR-01-0601-H1,12.3404255,-3.5561643,-1
US-01-0780-H1,-16.50193,-3.8415997,0
DE-03-2390-H1,-3.32686,26.799572,27
FR-01-1106-H1,-15.9100895,-3.5474987,0
NY-01-0895-H1,6.4307714,35.62138,1
DE-02-4119-H1,8.909831,8.773776,-1
CZ-01-0195-H1,-3.6341412,14.889427,24
SE-01-0973-H1,-16.504951,-3.8456242,0
NY-01-0758-H1,-16.502365,-3.8417175,0
DE-03-4712-H1,8.874454,17.50484,21
UK-01-0279-H1,8.442302,13.143297,18
DE-02-1624-H1,-15.910115,-3.547582,0
DK-01-1364-H1,-16.506157,-3.8444192,0
GR-01-0648-H1,-16.5062,-3.8444467,0
DE-03-0367-H1,-10.569048,15.094437,17
IT-02-0387-H1,-16.50534,-3.8438947,0
DK-01-0365-H1,-16.50528,-3.8438542,0
NY-01-1085-H1,5.5706234,9.528798,-1
ES-01-0583-H1,-1.4439863,24.785164,28
NL-01-1401-H1,-16.505295,-3.8438628,0
ES-01-0032-H1,-16.505308,-3.8438785,0
DE-03-2891-H1,-16.50559,-3.8436332,0
FR-01-1113-H1,7.8884444,13.173048,18
DE-02-1268-H1,-16.506132,-3.8443923,0
HU-01-0248-H1,-1.6021335,23.627798,28
GR-01-0926-H1,6.4307714,35.62138,1
NL-01-0681-H1,0.2944096,-27.565012,-1
DE-02-2010-H1,-16.503836,-3.8424954,0
UK-03-0485-H1,0.24907689,-27.557045,-1
DE-02-3964-H1,-16.504679,-3.8429215,0
UK-01-0514-H1,-16.505299,-3.8439023,0
NL-01-1374-H1,-16.504751,-3.8430607,0
CZ-01-1499-H1,-16.501959,-3.841472,0
UK-02-0077-H1,12.827698,8.767313,-1
NL-01-1085-H1,-8.571503,-4.4804187,-1
NY-01-0093-H1,6.4300203,35.623714,1
RU-01-0303-H1,-16.50193,-3.8415997,0
US-01-0418-H1,-10.028691,-3.4754908,16
UK-02-0110-H1,9.91544,32.179317,2
DE-02-3940-H1,-16.503998,-3.8426242,0
DE-02-1883-H1,3.684641,5.869957,-1
IT-02-0320-H1,-5.1876335,-3.3559072,16
CZ-01-0338-H1,6.4307714,35.62138,1
IT-02-0295-H1,-16.50402,-3.8426294,0
DE-02-0441-H1,-15.910108,-3.5474904,0
DE-02-4286-H1,-9.394778,-3.9389038,-1
UK-01-0820-H1,-16.504547,-3.84286,0
RU-01-0002-H1,-7.595758,22.353264,-1
GR-02-0757-H1,-6.0698624,21.925932,26
DE-02-1374-H1,11.345534,-2.0559611,-1
DE-02-3776-H2,-1.724176,4.693834,19
DE-03-4392-H1,-16.504198,-3.8426914,0
DE-02-4700-H1,11.7006645,30.998344,2
DE-02-2770-H1,12.33837,29.901299,2
GR-02-0732-H1,-6.6546764,-4.332528,16
DE-02-0427-H1,11.7006645,30.998344,2
GR-03-0402-H1,-16.504053,-3.8426638,0
US-01-0469-H1,-16.503906,-3.8425734,0
UK-01-0423-H1,8.013475,10.004234,-1
DK-01-0963-H1,6.4300203,35.623714,1
NY-01-0428-H1,-6.0485864,18.936905,26
RU-01-0198-H1,-16.504107,-3.8426347,0
DE-03-3514-H1,11.181994,5.082896,13
SR-01-0143-H1,6.4300203,35.623714,1
DE-03-3306-H1,5.751046,33.113586,-1
NY-01-0620-H1,-7.346835,15.554549,25
UK-01-0592-H1,-16.50616,-3.8444154,0
US-01-0696-H1,-10.879635,-2.9616828,-1
SE-01-0717-H1,-16.503504,-3.8425643,0
DK-01-1047-H1,-5.9176826,10.571279,23
DE-02-2109-H1,0.14821544,19.630796,23
GR-01-0995-H1,4.942444,3.6041293,-1
PL-01-0332-H1,-4.405821,4.6520996,-1
DE-02-1584-H1,-16.501974,-3.8416448,0
RU-01-0733-H1,6.4300203,35.623714,1
IT-07-0324-H1,-5.719061,12.89324,-1
IT-05-0367-H1,-12.277511,15.829117,17
DE-03-0666-H1,-2.538064,0.88723105,-1
DE-03-1885-H1,-15.910099,-3.547486,0
CZ-01-1428-H1,6.837779,6.9600987,-1
DE-02-0307-H1,-5.448641,20.514158,26
DE-02-2890-H1,-15.910079,-3.5474923,0
FR-01-0668-H1,8.867927,29.708488,-1
DE-02-1650-H1,0.5699161,11.449661,23
DE-02-5005-H1,-16.504494,-3.8428175,0
NL-01-1091-H1,11.7006645,30.998344,2
DE-02-1075-H1,-16.504122,-3.8426461,0
US-01-0517-H1,7.487853,2.3346455,-1
DK-01-0652-H1,-5.6784854,21.90516,26
GR-02-0772-H1,-16.50193,-3.8415997,0
NY-01-0840-H1,-16.503458,-3.8431075,0
NL-01-0710-H1,-16.502043,-3.8416595,0
DE-02-0250-H1,-3.2662923,7.6464834,-1
IT-02-0722-H1,-16.502913,-3.842106,0
DE-03-2921-H1,-6.8071413,13.832264,25
UK-01-0076-H1,1.0577059,14.12252,23
US-01-0058-H1,-5.9642067,21.80988,26
NL-01-0518-H1,-2.984308,23.727919,-1
DK-01-0236-H1,-15.910179,-3.5475981,0
DE-02-4940-H1,-15.910067,-3.5474887,0
DK-01-0433-H1,-15.910103,-3.5475028,0
DE-03-1833-H1,-16.506144,-3.8444061,0
GR-01-0943-H1,-16.504547,-3.84286,0
DE-02-0020-H1,-16.503891,-3.8425624,0
DE-02-2033-H1,1.3586049,4.1418176,20
DE-03-4813-H1,-16.504068,-3.8426318,0
NL-01-0723-H1,2.0279918,12.24208,23
DE-02-0166-H1,-16.504122,-3.8426461,0
GR-01-0359-H1,-1.1245083,13.559971,-1
DK-01-0084-H1,2.699367,11.204458,23
AT-01-0023-H1,-3.5187986,11.006956,23
NY-01-0992-H2,-1.742862,4.645618,19
GR-02-0577-H1,1.5499347,18.374893,23
DE-02-3729-H1,4.6304884,22.327572,14
DE-03-4833-H1,-16.504107,-3.8426347,0
SR-01-0051-H1,1.5434277,18.384048,23
IT-02-0269-H1,-16.504026,-3.8425918,0
DE-03-4042-H1,-16.50449,-3.8427985,0
DE-03-0797-H1,3.0609996,11.034213,23
FR-01-0324-H1,10.137856,33.689312,2
NL-04-0109-H1,-7.638966,15.088953,25
DE-03-4246-H1,-2.4154449,10.763707,23
FR-01-1169-H1,-15.910213,-3.5476136,0
RU-01-0463-H1,-16.504572,-3.8428738,0
IT-06-0065-H1,3.1630342,22.345182,14
DE-02-1694-H1,0.74633354,11.909062,23
FR-01-0122-H1,2.3760202,9.966993,-1
CZ-01-1134-H1,12.321374,-3.6236048,-1
DE-03-1065-H1,-5.2983375,26.075605,-1
DE-02-0502-H1,4.5912285,22.186392,14
IT-02-0689-H1,-9.678956,-4.272668,-1
NL-01-0091-H1,-16.504107,-3.8426347,0
DE-02-3685-H2,-16.504107,-3.8426347,0
CZ-01-0865-H1,5.90729,37.649315,1
DE-03-0773-H1,-3.3930542,26.65178,27
SR-01-0016-H1,-16.503504,-3.8425643,0
DK-01-0315-H1,0.8826419,11.943504,23
NL-01-0024-H1,-4.404238,27.425732,-1
DE-02-1807-H1,11.034473,-1.9525838,-1
DE-03-3444-H1,7.282087,20.191114,22
UK-01-0068-H1,-9.633169,-3.798207,-1
DK-01-1295-H1,-5.38272,17.199766,-1
DE-02-2784-H1,-5.8307643,2.354341,-1
DK-01-1309-H1,-16.505003,-3.8430552,0
IT-01-0308-H1,-16.504042,-3.8426516,0
DE-03-4278-H1,-4.5909367,24.733988,-1
DE-01-0374-H1,6.8628798,20.800762,22
IT-07-0081-H1,8.209921,33.00065,-1
SE-01-0192-H1,-9.784393,11.90664,17
UK-01-0595-H1,-16.504026,-3.8425918,0
DE-03-2330-H1,-16.50616,-3.8444154,0
UK-03-0386-H1,-3.32686,26.799572,27
DE-02-1082-H1,-16.503187,-3.84226,0
NY-01-1003-H1,-16.504951,-3.8456242,0
NL-01-0094-H1,-15.910056,-3.547481,0
NL-01-0190-H2,-15.910192,-3.547605,0
DE-02-3425-H1,-4.18766,18.696115,-1
US-01-0741-H1,3.4575727,22.632175,14
DE-03-2985-H1,3.1630378,22.345184,14
GR-01-0072-H1,-5.8762035,-9.714438,-1
CZ-01-0687-H1,-1.7241746,4.6938353,19
DK-01-1197-H1,-16.50399,-3.842619,0
FR-01-1066-H1,-16.504026,-3.842595,0
GR-01-0146-H1,-16.504107,-3.8426347,0
DK-01-0382-H1,-16.505314,-3.8439064,0
NL-01-0577-H1,9.359879,17.111769,21
US-01-0372-H1,10.033092,34.388958,2
DE-02-0438-H1,6.4307714,35.62138,1
DE-03-0138-H1,-15.91019,-3.547603,0
DE-02-0304-H1,-15.910232,-3.5476043,0
GR-01-0934-H1,-16.50401,-3.842638,0
DE-03-2675-H1,7.3711653,20.189905,22
UK-01-0259-H1,-16.506195,-3.8444483,0
DE-03-2987-H1,-16.504675,-3.842886,0
SE-01-1240-H1,8.867927,29.708488,-1
UK-03-0382-H1,-1.9215875,27.798063,-1
IT-01-0013-H1,-16.501959,-3.841472,0
ES-01-0101-H1,-5.7867126,12.0592575,-1
IT-02-0213-H1,-16.504585,-3.8428862,0
DE-03-2316-H1,-16.504005,-3.842623,0
DE-03-4089-H1,-16.504053,-3.8426638,0
UK-03-0073-H1,6.4300203,35.623714,1
NY-01-0388-H1,-3.6341221,14.889425,24
DE-01-0202-H1,-4.9970574,-4.3714314,-1
ES-01-0570-H1,1.4572245,10.384387,23
DE-03-1918-H1,7.8257203,16.481812,-1
DE-02-0987-H1,6.5769095,10.757976,-1
FR-01-0429-H1,-6.0793,-6.7788625,-1
IT-07-0111-H1,-16.50622,-3.8444622,0
ES-01-0077-H1,0.8893729,11.279312,23
GR-02-0321-H1,-4.434926,-2.008583,-1
NY-01-0993-H2,-5.830761,2.3543437,-1
DE-02-2533-H1,11.876454,29.531744,2
CZ-01-0874-H1,6.4300203,35.623714,1
SE-01-0989-H1,-16.504679,-3.8429215,0
DE-03-3292-H1,-0.6922122,23.343018,28
FR-01-1135-H1,1.7307659,17.983664,23
DE-03-1246-H1,-16.504679,-3.8429215,0
RU-01-0630-H1,-10.070045,11.501958,17
DE-03-2536-H1,0.74633354,11.909062,23
DE-02-1083-H1,-10.070045,11.501958,17
DE-03-1308-H1,-15.860695,-4.0378056,0
DE-02-3168-H1,-16.360643,-4.284824,0
ES-01-0495-H1,-16.3606,-4.2848053,0
CZ-01-1392-H1,-16.360899,-4.2849116,0
GR-03-0410-H1,-7.8967323,18.57867,-1
HU-01-0012-H1,-0.18074654,23.013819,-1
UK-03-0356-H1,7.6912274,16.352798,-1
ES-01-0402-H1,-1.1411072,10.724667,23
NL-04-0060-H1,-16.360619,-4.2848105,0
DE-02-1034-H1,2.8765256,13.72986,23
GR-01-0542-H1,-4.7167463,-2.4999158,-1
IT-08-0197-H1,-10.441369,12.235561,17
GR-01-0145-H1,-7.355002,15.576161,25
GR-03-0397-H1,-10.688354,9.963509,17
US-01-1099-H1,-16.360405,-4.284767,0
DE-02-2328-H1,-15.755724,-3.9942923,0
ES-01-0394-H1,-3.4583895,26.467592,27
NY-01-1054-H1,-10.950733,11.782136,17
DE-03-3544-H1,-15.751961,-3.9926927,0
IT-02-0168-H1,-15.903075,-4.0505853,0
IT-02-0693-H1,2.6643581,10.888578,23
NY-01-1300-H1,-3.6116533,14.736004,24
DE-02-2900-H1,-5.830818,2.3542538,-1
DE-02-3584-H1,-15.745543,-3.98939,0
CZ-01-1639-H1,-3.6342278,14.889339,24
IT-06-0005-H1,-15.758383,-3.996119,0
DE-03-1101-H1,-15.782629,-4.006901,0
DE-03-2217-H1,-16.360659,-4.284875,0
US-01-0733-H1,-15.763504,-3.9984958,0
DE-02-3172-H1,-15.744996,-3.989057,0
UK-03-0417-H1,7.812264,36.74344,1
CZ-01-0110-H1,-15.764651,-3.9987495,0
DE-01-0413-H1,-15.769749,-4.0014486,0
GR-03-0376-H1,-1.8027396,26.38702,-1
IT-02-0068-H1,6.430209,35.95282,1
DE-03-3320-H1,5.9070535,37.651848,1
CZ-01-0215-H1,-15.782629,-4.006901,0
NL-01-0982-H1,-15.742301,-3.9877205,0
UK-01-0085-H1,-11.215091,14.329788,17
DE-02-1410-H1,-3.2664042,7.6465344,-1
CZ-01-1265-H1,-5.666811,8.095273,23
DE-03-0097-H1,-10.441369,12.235561,17
FR-01-0236-H1,10.1379795,33.68889,2
