IDs,tsne dim 1,tsne dim 2,Cluster
AT-01-0235-H1,-1.6353317,9.8319025,6
DE-02-4775-H1,-11.485291,-7.7736516,29
FR-01-1042-H1,2.362324,-18.859709,12
US-01-0138-H1,-9.948326,-13.678183,-1
DE-02-4990-H1,-29.65704,-1.5901018,4
DK-01-1103-H1,-1.4671649,9.501035,6
NL-01-1256-H1,5.706562,-2.0951045,-1
DE-02-0454-H1,-6.467314,-8.218526,-1
CZ-01-1734-H1,-1.6322231,9.824147,6
UK-01-0125-H1,-1.4824075,9.520744,6
FR-01-0027-H1,-1.5911359,9.726572,6
DE-02-1826-H1,-29.202581,-1.7696636,4
IT-02-0351-H1,-4.939129,-12.894874,-1
IT-01-0039-H1,-1.6361579,9.831057,6
NL-01-0802-H1,-10.5289,-9.389012,-1
IT-01-0438-H1,2.3179862,-14.831412,19
DE-02-3395-H1,-1.4926217,9.5389,6
DK-01-0313-H1,-1.5403396,9.612599,6
DK-01-1420-H1,-4.795245,-9.088054,-1
DE-02-5018-H1,-1.4905306,9.533146,6
AT-01-0091-H1,-1.4822469,9.520212,6
NL-01-0568-H1,-17.022575,-25.681286,24
DE-02-4846-H1,-29.573687,0.2652606,4
IT-05-0251-H1,-1.6355233,9.832055,6
DE-02-3616-H1,1.310229,-3.16676,-1
ES-01-0458-H1,-1.6351368,9.831028,6
DE-03-4754-H1,0.0848502,-7.748216,22
UK-03-0282-H1,15.6287,4.8953996,-1
DE-02-4039-H1,-6.8565426,-3.8384612,-1
DE-03-1140-H1,3.0326355,-14.330917,19
UK-01-0528-H1,4.104146,3.8588362,14
SE-01-0689-H2,-1.638188,9.83542,6
SE-01-0732-H1,-0.3565051,-9.474776,22
GR-01-0709-H1,-17.130764,-7.8318486,-1
US-01-0822-H1,7.758916,4.602995,-1
US-01-0936-H1,-6.908207,-19.613806,26
DE-02-5171-H1,-1.4694308,9.503165,6
IT-07-0002-H1,-1.4932449,9.536217,6
DE-02-1403-H1,-6.18057,-14.823877,-1
DE-03-1481-H1,-1.5061673,9.555321,6
DE-03-3261-H1,-2.2008092,-5.0831065,-1
NY-01-1093-H1,-1.5887959,9.717791,6
DE-02-4416-H1,2.701586,-12.836918,19
GR-01-0188-H1,-1.4805353,9.518852,6
SE-01-0755-H1,-29.202581,-1.7696636,4
FR-01-0412-H1,-1.483747,9.523301,6
NL-01-0763-H1,-32.432743,-0.37213093,-1
FR-01-0538-H1,-1.4690925,9.50271,6
GR-01-0588-H1,-1.5818132,9.701671,6
US-01-0969-H1,-1.6302116,9.821412,6
DE-03-2966-H1,-1.4651303,9.496957,6
PL-01-0060-H1,-16.123425,-20.867416,-1
CZ-01-0409-H1,-1.4812188,9.518976,6
GR-03-0132-H1,-17.022566,-25.681274,24
DE-02-0562-H1,-14.643847,-15.7381115,11
DE-02-4789-H1,-1.6328404,9.831493,6
SE-01-0883-H1,-1.3910847,-20.850037,13
DE-02-1860-H1,-1.6340635,9.831848,6
RU-01-0396-H1,-1.6354526,9.832194,6
CZ-01-0648-H3,-29.948597,-10.710272,-1
DE-03-3853-H1,-1.4624709,9.494469,6
DE-03-3752-H1,-1.6382754,9.835437,6
DE-02-4152-H1,-32.406403,0.07426374,-1
DE-02-2218-H1,-16.462957,-6.0735645,-1
NY-01-0104-H1,-1.481299,9.519378,6
IT-01-0413-H1,1.3129317,-3.166608,-1
DE-02-0750-H1,-6.891172,-1.860621,-1
DE-02-4688-H1,-29.573687,0.2652606,4
IT-01-0428-H1,-35.405064,-13.520267,8
US-01-0230-H1,-1.633321,9.831265,6
GR-01-0965-H1,-1.6288675,9.813127,6
NY-01-0065-H1,0.046695158,-22.218866,13
IT-02-0641-H1,-1.6362073,9.831019,6
PL-01-0161-H1,-12.289554,-23.268932,-1
DK-01-0281-H2,9.667804,5.0920715,-1
US-01-0999-H1,-9.577169,-13.973781,-1
FR-01-0540-H1,4.581332,4.6532974,14
DK-01-0761-H1,-1.4789381,9.51568,6
DE-03-4501-H1,-17.489164,-25.52955,24
NY-01-0588-H1,0.19585595,-21.607191,13
FR-01-1371-H1,-0.986784,9.579435,6
DE-02-0062-H1,-0.9958102,9.589989,6
CZ-01-1863-H2,-0.98324186,9.572488,6
GR-03-0229-H1,4.241171,-18.987297,12
DE-02-5174-H1,-13.9746895,-9.351502,29
DK-01-1157-H1,-0.9793322,9.569551,6
DK-01-0565-H1,-0.97901434,9.569067,6
DE-02-2470-H1,-2.77377,-13.642626,25
SE-01-1146-H1,-0.9761315,9.566599,6
NL-04-0089-H1,9.577877,4.9340096,-1
NY-01-0325-H1,3.0338924,-14.331846,19
DE-02-4201-H1,3.142576,-3.0569394,20
CZ-01-0288-H1,-20.712929,-13.790443,10
CZ-01-1603-H1,-0.9804873,9.570504,6
US-01-1116-H1,-0.98713726,9.577586,6
DE-03-2043-H1,14.286921,28.329567,2
GR-03-0377-H1,-0.98702824,9.577506,6
DE-02-4127-H1,-4.8489127,-16.997076,-1
UK-01-0141-H1,-31.85383,-5.3775306,3
DE-03-3510-H1,-9.821824,-22.32647,27
DE-03-3193-H1,-12.079813,-9.958801,-1
IT-08-0098-H1,-17.049932,-8.113404,-1
NY-01-0869-H1,-35.72907,-10.230409,7
CZ-01-1869-H2,-0.9892251,9.584764,6
RU-01-0645-H1,-1.4478604,10.121204,6
GR-02-0223-H1,-35.729027,-10.230689,7
DE-01-0457-H1,7.0736513,4.848191,-1
IT-02-0185-H1,-5.7416377,-20.996778,-1
NL-01-1215-H1,-0.97366655,9.564305,6
GR-02-0413-H1,-20.650377,-14.888883,10
DE-02-1980-H1,-29.511227,-1.6639935,4
UK-01-0167-H1,-35.729378,-10.228692,7
US-01-0233-H1,-31.85383,-5.3775306,3
NL-01-0487-H1,-13.523142,-10.984945,-1
CZ-01-0053-H1,-13.12072,-8.191545,29
FR-01-0563-H1,14.83591,13.05334,2
NL-01-1295-H1,16.144768,5.1921444,-1
GR-01-0286-H1,3.0338924,-14.331846,19
DE-03-0810-H1,-10.322428,-25.985382,21
DE-02-5051-H1,-0.9861091,9.578666,6
DE-03-1363-H1,-1.0000614,9.594553,6
FR-01-0903-H1,-13.90542,-7.3162694,29
DE-03-2277-H1,-0.9785961,9.568733,6
DE-03-3728-H1,-35.457962,-13.465583,8
FR-01-1014-H1,-9.701082,1.9491458,17
DE-03-2037-H1,-0.97598565,9.566421,6
DE-02-1128-H1,0.7049988,-6.665,-1
GR-02-0514-H2,11.229766,-1.1036406,15
UK-01-0027-H1,-9.948404,-13.678041,-1
DE-02-4316-H1,-5.428409,0.81659377,16
NL-04-0117-H1,-0.9764686,9.567137,6
NY-01-1255-H1,3.0338924,-14.331846,19
US-01-0110-H1,-32.332176,-6.0577846,3
DE-02-0236-H1,-10.733687,-7.045955,29
DE-03-0269-H1,-1.4597634,10.132044,6
GR-01-0601-H1,7.1944757,-3.5381966,-1
US-01-0780-H1,-1.4478604,10.121204,6
DE-03-2390-H1,-12.634898,-20.899757,27
FR-01-1106-H1,-0.99786884,9.591356,6
NY-01-0895-H1,-35.729027,-10.230689,7
DE-02-4119-H1,-2.208648,-5.0821147,-1
CZ-01-0195-H1,5.116208,-18.133667,12
SE-01-0973-H1,-0.9726884,9.56341,6
NY-01-0758-H1,-0.9725152,9.563337,6
DE-03-4712-H1,-17.896406,-21.441994,23
UK-01-0279-H1,-14.64372,-15.738316,11
DE-02-1624-H1,-0.9869084,9.581434,6
DK-01-1364-H1,-0.98324186,9.572488,6
GR-01-0648-H1,-0.98324186,9.572488,6
DE-03-0367-H1,-6.948019,-9.131777,-1
IT-02-0387-H1,-0.98325247,9.572493,6
DK-01-0365-H1,-0.98325247,9.572493,6
NY-01-1085-H1,2.7158182,-7.3043427,-1
ES-01-0583-H1,-9.962995,-27.368853,21
NL-01-1401-H1,-0.98325247,9.572493,6
ES-01-0032-H1,-0.9871373,9.577587,6
DE-03-2891-H1,-0.98732686,9.57779,6
FR-01-1113-H1,-14.139576,-15.627143,11
DE-02-1268-H1,-0.98732686,9.57779,6
HU-01-0248-H1,-9.975345,-25.774843,21
GR-01-0926-H1,-35.72907,-10.230409,7
NL-01-0681-H1,26.840292,-7.380192,1
DE-02-2010-H1,-0.9725751,9.563344,6
UK-03-0485-H1,26.888962,-7.393546,1
DE-02-3964-H1,-0.9875245,9.577971,6
UK-01-0514-H1,-0.9875245,9.577971,6
NL-01-1374-H1,-0.99547577,9.586958,6
CZ-01-1499-H1,-0.99232715,9.5888815,6
UK-02-0077-H1,14.921426,-9.846907,-1
NL-01-1085-H1,6.9450746,5.1949224,-1
NY-01-0093-H1,-35.72965,-10.228302,7
RU-01-0303-H1,-1.4478604,10.121204,6
US-01-0418-H1,5.3843174,6.315573,14
UK-02-0110-H1,-31.084023,-3.6746082,3
DE-02-3940-H1,-0.9812619,9.571442,6
DE-02-1883-H1,-0.35500312,-9.46795,22
IT-02-0320-H1,8.15368,1.3023813,14
CZ-01-0338-H1,-35.72894,-10.230704,7
IT-02-0295-H1,-0.97343427,9.564216,6
DE-02-0441-H1,-0.97448957,9.565327,6
DE-02-4286-H1,6.1599917,5.815431,-1
UK-01-0820-H1,-0.9875245,9.577971,6
RU-01-0002-H1,-6.0215816,-20.802858,-1
GR-02-0757-H1,-7.393987,-19.535572,26
DE-02-1374-H1,5.6189623,-2.0306418,-1
DE-02-3776-H2,-5.419447,0.8192501,16
DE-03-4392-H1,-0.9726884,9.56341,6
DE-02-4700-H1,-29.511227,-1.6639935,4
DE-02-2770-H1,-29.673767,0.25449616,4
GR-02-0732-H1,6.3431764,1.4015589,-1
DE-02-0427-H1,-29.511227,-1.6639935,4
GR-03-0402-H1,-0.98125833,9.571437,6
US-01-0469-H1,-0.9758307,9.566272,6
UK-01-0423-H1,-7.558898,-13.416484,-1
DK-01-0963-H1,-35.72894,-10.230704,7
NY-01-0428-H1,-7.4958725,-15.801303,26
RU-01-0198-H1,-0.97317594,9.563981,6
DE-03-3514-H1,-9.701084,1.9491471,17
SR-01-0143-H1,-35.72907,-10.230409,7
DE-03-3306-H1,-31.691502,-10.179691,-1
NY-01-0620-H1,-3.3987832,-14.139721,25
UK-01-0592-H1,-0.98315555,9.572432,6
US-01-0696-H1,4.4871693,7.0743775,-1
SE-01-0717-H1,-0.97366655,9.564305,6
DK-01-1047-H1,-5.704772,-8.170708,-1
DE-02-2109-H1,-2.0347552,-20.887375,13
GR-01-0995-H1,1.3102376,-3.1667113,-1
PL-01-0332-H1,0.56344736,-0.9037038,-1
DE-02-1584-H1,-0.99232715,9.5888815,6
RU-01-0733-H1,-35.72894,-10.230704,7
IT-07-0324-H1,-5.409678,-11.506786,-1
IT-05-0367-H1,-12.771283,-1.976088,18
DE-03-0666-H1,-5.1045566,8.115519,-1
DE-03-1885-H1,-0.9731318,9.563813,6
CZ-01-1428-H1,0.084856614,-7.7483425,22
DE-02-0307-H1,-8.408215,-17.6384,-1
DE-02-2890-H1,-1.0014813,9.594812,6
FR-01-0668-H1,-32.404797,-0.27649835,-1
DE-02-1650-H1,-13.110108,-8.159075,29
DE-02-5005-H1,-0.9792593,9.569437,6
NL-01-1091-H1,-29.511227,-1.6639935,4
DE-02-1075-H1,-0.9831223,9.572304,6
US-01-0517-H1,-9.053275,8.13176,-1
DK-01-0652-H1,-7.782404,-19.359829,26
GR-02-0772-H1,-1.4493686,10.123511,6
NY-01-0840-H1,-0.9734152,9.564066,6
NL-01-0710-H1,-0.9738037,9.564422,6
DE-02-0250-H1,-11.897424,-4.940547,-1
IT-02-0722-H1,-0.9732082,9.564018,6
DE-03-2921-H1,-4.5368133,-12.481835,-1
UK-01-0076-H1,-17.130571,-7.8314576,-1
US-01-0058-H1,-7.301327,-19.281063,26
NL-01-0518-H1,-9.663614,-24.262932,21
DK-01-0236-H1,-0.9757943,9.567425,6
DE-02-4940-H1,-0.9781725,9.5697365,6
DK-01-0433-H1,-0.98713976,9.581874,6
DE-03-1833-H1,-0.9959608,9.587449,6
GR-01-0943-H1,-0.99547577,9.586958,6
DE-02-0020-H1,-0.9793354,9.569457,6
DE-02-2033-H1,7.364735,-8.917732,9
DE-03-4813-H1,-0.9784997,9.568674,6
NL-01-0723-H1,-14.676586,-8.053155,29
DE-02-0166-H1,-0.9786697,9.56885,6
GR-01-0359-H1,-3.08329,-10.600164,-1
DK-01-0084-H1,-13.58013,-10.256069,29
AT-01-0023-H1,-9.870623,-8.184362,-1
NY-01-0992-H2,-5.3322763,0.85814184,16
GR-02-0577-H1,-0.19172965,-21.470928,13
DE-02-3729-H1,-20.103544,-13.629425,10
DE-03-4833-H1,-0.9759827,9.566473,6
SR-01-0051-H1,-0.20268863,-21.468695,13
IT-02-0269-H1,-0.9751379,9.565621,6
DE-03-4042-H1,-0.97457117,9.565205,6
DE-03-0797-H1,-13.447166,-10.573918,-1
FR-01-0324-H1,-31.85383,-5.3775306,3
NL-04-0109-H1,-3.30102,-13.532491,25
DE-03-4246-H1,-10.733687,-7.045955,29
FR-01-1169-H1,-1.0020744,9.596017,6
RU-01-0463-H1,-0.9860005,9.575628,6
IT-06-0065-H1,-20.08522,-15.410209,10
DE-02-1694-H1,-13.90542,-7.3162694,29
FR-01-0122-H1,-11.711036,-11.648367,-1
CZ-01-1134-H1,7.3006988,-3.1631703,-1
DE-03-1065-H1,-10.91263,-22.706581,27
DE-02-0502-H1,-19.994806,-13.659143,10
IT-02-0689-H1,6.349905,6.310407,-1
NL-01-0091-H1,-0.9763529,9.566965,6
DE-02-3685-H2,-0.9805384,9.57105,6
CZ-01-0865-H1,-35.457962,-13.465583,8
DE-03-0773-H1,-12.491613,-21.084826,27
SR-01-0016-H1,-0.98172027,9.571688,6
DK-01-0315-H1,-13.953953,-7.471685,29
NL-01-0024-H1,-13.427826,-21.605328,27
DE-02-1807-H1,5.4764214,-1.4511724,-1
DE-03-3444-H1,-17.974506,-25.277729,24
UK-01-0068-H1,5.8964877,6.0019193,-1
DK-01-1295-H1,-6.361267,-14.159417,-1
DE-02-2784-H1,-3.219544,3.9142578,-1
DK-01-1309-H1,-0.9810789,9.571085,6
IT-01-0308-H1,-0.98324525,9.572504,6
DE-03-4278-H1,-9.821824,-22.32647,27
DE-01-0374-H1,-17.752544,-25.872854,24
IT-07-0081-H1,-33.709423,-4.9606166,3
SE-01-0192-H1,1.7679117,-14.037853,19
UK-01-0595-H1,-0.97359854,9.56428,6
DE-03-2330-H1,-0.9834547,9.572703,6
UK-03-0386-H1,-12.634898,-20.899757,27
DE-02-1082-H1,-0.97366655,9.564305,6
NY-01-1003-H1,-0.97302705,9.563788,6
NL-01-0094-H1,-0.97479594,9.565532,6
NL-01-0190-H2,-1.001803,9.59525,6
DE-02-3425-H1,-9.948403,-13.678045,-1
US-01-0741-H1,-20.414108,-15.074678,10
DE-03-2985-H1,-20.085217,-15.410211,10
GR-01-0072-H1,7.6680512,7.437923,-1
CZ-01-0687-H1,-5.419447,0.8192501,16
DK-01-1197-H1,-0.9785961,9.568733,6
FR-01-1066-H1,-0.97598565,9.566421,6
GR-01-0146-H1,-0.97849464,9.568589,6
DK-01-0382-H1,-0.9952417,9.58672,6
NL-01-0577-H1,-18.171867,-20.823502,23
US-01-0372-H1,-32.332176,-6.0577846,3
DE-02-0438-H1,-35.72894,-10.230704,7
DE-03-0138-H1,-0.98822343,9.582504,6
DE-02-0304-H1,-0.99662554,9.591203,6
GR-01-0934-H1,-1.0018239,9.595891,6
DE-03-2675-H1,-18.080795,-25.184752,24
UK-01-0259-H1,-0.98325247,9.572493,6
DE-03-2987-H1,-0.9873569,9.577823,6
SE-01-1240-H1,-32.404797,-0.27649835,-1
UK-03-0382-H1,-13.231502,-22.801369,-1
IT-01-0013-H1,-0.99333125,9.589938,6
ES-01-0101-H1,-4.7969646,-10.752059,-1
IT-02-0213-H1,-0.9816426,9.571735,6
DE-03-2316-H1,-0.9816426,9.571735,6
DE-03-4089-H1,-0.97602546,9.566472,6
UK-03-0073-H1,-35.72907,-10.230409,7
NY-01-0388-H1,5.116201,-18.13367,12
DE-01-0202-H1,8.445427,0.17448464,-1
ES-01-0570-H1,-12.215331,-9.928357,-1
DE-03-1918-H1,-16.123531,-20.867428,-1
DE-02-0987-H1,-14.743153,-13.657088,11
FR-01-0429-H1,9.654186,5.037326,-1
IT-07-0111-H1,-0.9834547,9.572703,6
ES-01-0077-H1,-13.12072,-8.191545,29
GR-02-0321-H1,7.4122653,0.4278605,14
NY-01-0993-H2,-3.219544,3.9142578,-1
DE-02-2533-H1,-29.570286,0.26698875,4
CZ-01-0874-H1,-35.729027,-10.230689,7
SE-01-0989-H1,-0.9834547,9.572703,6
DE-03-3292-H1,-11.073064,-26.220745,21
FR-01-1135-H1,0.19600153,-21.607214,13
DE-03-1246-H1,-0.9875245,9.577971,6
RU-01-0630-H1,2.1957414,-13.799294,19
DE-03-2536-H1,-13.90542,-7.3162694,29
DE-02-1083-H1,2.1957414,-13.799294,19
DE-03-1308-H1,-0.52711564,9.962884,6
DE-02-3168-H1,-1.0538567,10.415493,6
ES-01-0495-H1,-0.5278222,9.963212,6
CZ-01-1392-H1,-0.5288884,9.963743,6
GR-03-0410-H1,-4.8545613,-17.015274,-1
HU-01-0012-H1,-11.774844,-26.39687,21
UK-03-0356-H1,-15.943503,-20.785175,-1
ES-01-0402-H1,-11.442376,-8.415653,29
NL-04-0060-H1,-1.0541426,10.416223,6
DE-02-1034-H1,-16.463003,-6.072996,-1
GR-01-0542-H1,9.007631,2.0757804,-1
IT-08-0197-H1,2.3232384,-14.843223,19
GR-01-0145-H1,-3.4122891,-14.158116,25
GR-03-0397-H1,4.238256,-13.553526,19
US-01-1099-H1,-1.0535909,10.415433,6
DE-02-2328-H1,-1.04623,10.4095125,6
ES-01-0394-H1,-12.264621,-21.316383,27
NY-01-1054-H1,3.035066,-14.332763,19
DE-03-3544-H1,-1.0543327,10.415963,6
IT-02-0168-H1,-0.52765155,9.963359,6
IT-02-0693-H1,-13.161909,-10.323637,29
NY-01-1300-H1,5.324999,-18.131449,12
DE-02-2900-H1,-3.2194936,3.9142485,-1
DE-02-3584-H1,-1.058777,10.41928,6
CZ-01-1639-H1,5.116253,-18.133512,12
IT-06-0005-H1,-1.0531894,10.415202,6
DE-03-1101-H1,-0.5278258,9.963462,6
DE-03-2217-H1,-1.0537958,10.41586,6
US-01-0733-H1,-1.04623,10.4095125,6
DE-02-3172-H1,-1.0529903,10.414974,6
UK-03-0417-H1,-33.70642,-10.597776,-1
CZ-01-0110-H1,-1.053493,10.415422,6
DE-01-0413-H1,-1.0599285,10.420393,6
GR-03-0376-H1,-11.4314,-23.138813,-1
IT-02-0068-H1,-35.737267,-10.544926,7
DE-03-3320-H1,-35.439686,-13.478907,8
CZ-01-0215-H1,-0.5279527,9.963591,6
NL-01-0982-H1,-0.5289272,9.963792,6
UK-01-0085-H1,-7.069815,-9.9080515,-1
DE-02-1410-H1,-11.897326,-4.940585,-1
